Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-197985,"name change, near park",Water Supply,Low,2025-01-05 23:51:58,Closed
CF-197986,"drainage choke, in gated community",Waste-Water/Sewage,High,2024-02-03 17:02:43,Resolved
CF-197987,"name change, in colony",Water Supply,Low,2024-08-05 04:29:39,Pending
CF-197988,"repeated power cuts, in old city",Electricity,High,2025-12-07 01:09:48,Resolved
CF-197989,"no water pump, near bus stand",Water Supply,High,2024-08-31 09:30:49,Pending
CF-197990,"smelly water, near park",Water Supply,High,2025-10-25 08:09:04,In Progress
CF-197991,"low voltage, in neighborhood",Electricity,Low,2024-02-07 07:41:25,Pending
CF-197992,"water logging, near railway station",Water Supply,High,2025-06-13 06:40:51,Pending
CF-197993,"continuous outages, in apartment complex, urgent attention required",Electricity,High,2025-09-04 15:02:40,Pending
CF-197994,"tank overflow, in slum area",Water Supply,High,2025-07-30 20:18:52,Pending
CF-197995,"flickering lights, in residential area",Electricity,Low,2024-10-21 14:33:19,Closed
CF-197996,"live wire, in residential area",Electricity,High,2024-07-24 22:01:39,In Progress
CF-197997,"street cleaning, in industrial zone",Waste-Water/Sewage,Low,2025-05-26 15:18:59,Resolved
CF-197998," contaminated supply, in residential area",Water Supply,High,2024-07-19 19:07:54,In Progress
CF-197999,"flickering lights, in commercial area",Electricity,Low,2024-05-10 21:11:10,Resolved
CF-198000,"load enhancement, in old city",Electricity,Low,2025-02-23 01:18:57,Pending
CF-198001,"supply timing, near temple",Water Supply,Low,2025-09-13 11:00:24,Pending
CF-198002,"duplicate bill, near railway station",Electricity,Low,2025-04-03 12:58:06,Resolved
CF-198003,"recycling bin, in neighborhood",Waste-Water/Sewage,Low,2025-06-04 17:03:29,Closed
CF-198004,"water bill, in old city",Water Supply,Low,2025-09-26 11:51:38,Closed
CF-198005,"low voltage, near park",Electricity,Low,2025-05-24 10:12:07,Resolved
CF-198006,"rodent infestation, in market area, urgent attention required",Waste-Water/Sewage,High,2025-10-20 09:58:38,Pending
CF-198007,"awareness needed, in slum area",Waste-Water/Sewage,Low,2024-10-29 07:18:01,Resolved
CF-198008,"danger to life, near railway station",Electricity,High,2025-08-02 12:02:35,Resolved
CF-198009,"emergency supply, in apartment complex, urgent attention required",Water Supply,High,2025-12-17 09:20:30,Pending
CF-198010,"tariff inquiry, in neighborhood",Water Supply,Low,2025-12-27 10:32:58,Closed
CF-198011,"name transfer, near hospital",Electricity,Low,2025-08-26 02:09:07,Closed
CF-198012,"collection missed, near bus stand",Waste-Water/Sewage,Low,2024-02-19 00:27:27,Resolved
CF-198013,"voltage fluctuation, in commercial area",Electricity,High,2024-08-24 21:50:34,Pending
CF-198014,"meter reading, in commercial area",Water Supply,Low,2025-02-25 18:20:32,Resolved
CF-198015,"bin repair, near temple",Waste-Water/Sewage,Low,2024-09-17 23:44:09,Resolved
CF-198016,"tariff inquiry, near railway station",Water Supply,Low,2025-03-02 22:03:05,Pending
CF-198017,"drainage cleaning, near railway station",Waste-Water/Sewage,Low,2024-02-08 16:18:47,Resolved
CF-198018,"connection transfer, near temple",Water Supply,Low,2024-02-13 08:26:09,Closed
CF-198019,"generator needed, in residential area",Electricity,Low,2025-02-27 10:45:54,Closed
CF-198020,"smelly water, in commercial area",Water Supply,High,2025-08-18 11:08:56,Resolved
CF-198021,"pipeline broken, in residential area",Water Supply,High,2025-02-04 15:52:58,Pending
CF-198022,"flickering lights, in gated community",Electricity,Low,2024-10-08 08:14:01,Closed
CF-198023,"wire Fallen, in gated community",Electricity,High,2025-06-15 10:50:53,Pending
CF-198024,"choked drain, near school",Waste-Water/Sewage,High,2025-09-03 10:58:49,In Progress
CF-198025,"complete darkness, in our locality",Electricity,High,2025-03-07 02:38:25,Resolved
CF-198026,"manhole overflow, in old city",Waste-Water/Sewage,High,2025-09-11 02:22:43,In Progress
CF-198027,"wire Fallen, near bus stand",Electricity,High,2025-06-19 23:31:20,Pending
CF-198028,"power cut emergency, near bus stand, urgent attention required",Electricity,High,2024-08-18 22:23:56,In Progress
CF-198029,"collection missed, in neighborhood",Waste-Water/Sewage,Low,2024-08-11 09:18:43,Closed
CF-198030,"no water days, near railway station",Water Supply,High,2024-10-14 18:49:37,Resolved
CF-198031,"waste accumulation, in neighborhood",Waste-Water/Sewage,High,2025-12-30 06:03:37,Resolved
CF-198032,"pipeline broken, near hospital, urgent attention required",Water Supply,High,2025-08-04 13:01:41,Pending
CF-198033,"rodent infestation, in commercial area, urgent attention required",Waste-Water/Sewage,High,2024-06-28 10:07:54,Resolved
CF-198034,"no water supply, in residential area",Water Supply,High,2024-04-03 03:34:56,Pending
CF-198035,"hospital water, in industrial zone",Water Supply,High,2024-12-03 04:49:34,Pending
CF-198036,"solar setup, in neighborhood",Electricity,Low,2025-07-25 01:07:44,Resolved
CF-198037,"bin location, near hospital",Waste-Water/Sewage,Low,2024-04-05 19:51:54,Closed
CF-198038,"disease risk, in market area, urgent attention required",Waste-Water/Sewage,High,2025-12-12 09:04:51,Resolved
CF-198039,"pipeline repair, in market area",Water Supply,Low,2024-09-04 00:49:58,Pending
CF-198040,"bin location, near park",Waste-Water/Sewage,Low,2025-04-09 05:28:58,Pending
CF-198041,"hospital water, near hospital, urgent attention required",Water Supply,High,2025-01-05 08:24:00,Resolved
CF-198042,"collection frequency, near railway station",Waste-Water/Sewage,Low,2025-06-10 07:06:42,Closed
CF-198043,"waste accumulation, near park",Waste-Water/Sewage,High,2025-09-11 05:46:00,Resolved
CF-198044,"short circuit, near railway station",Electricity,High,2024-07-12 23:14:42,In Progress
CF-198045,"severe shortage, in commercial area, urgent attention required",Water Supply,High,2024-12-14 18:35:02,In Progress
CF-198046,"meter reading, in industrial zone",Water Supply,Low,2025-04-14 01:22:49,Closed
CF-198047,"flickering lights, near railway station",Electricity,Low,2024-07-03 00:53:26,Resolved
CF-198048,"fuse blown, in old city",Electricity,High,2024-07-31 23:55:50,In Progress
CF-198049,"voltage problem, near temple",Electricity,Low,2025-03-31 20:54:42,Closed
CF-198050,"drainage cleaning, in residential area",Waste-Water/Sewage,Low,2024-03-27 07:56:52,Closed
CF-198051,"bill correction, in apartment complex",Water Supply,Low,2024-02-05 15:37:29,Resolved
CF-198052,"waste accumulation, in market area",Waste-Water/Sewage,High,2024-05-12 09:00:25,Resolved
CF-198053,"overflowing gutter, near park",Waste-Water/Sewage,High,2025-10-16 15:31:49,Resolved
CF-198054,"waste segregation, in slum area",Waste-Water/Sewage,Low,2024-11-18 05:19:26,Pending
CF-198055,"power fluctuation, near school",Electricity,Low,2025-08-10 21:06:21,Pending
CF-198056,"drain cleaning, in slum area",Waste-Water/Sewage,Low,2025-12-07 00:03:42,Pending
CF-198057,"sewage overflow, in industrial zone",Waste-Water/Sewage,High,2024-12-25 15:18:41,Pending
CF-198058,"electrical danger, in market area",Electricity,High,2025-07-12 02:54:34,Resolved
CF-198059,"name transfer, in neighborhood",Electricity,Low,2025-12-18 18:51:23,Closed
CF-198060,"waste segregation, in old city",Waste-Water/Sewage,Low,2025-09-22 15:36:12,Resolved
CF-198061,"power backup, near park",Electricity,Low,2024-10-27 01:36:08,Pending
CF-198062,"leakage minor, in slum area",Water Supply,Low,2025-01-04 19:47:15,Closed
CF-198063,"waste accumulation, in residential area, urgent attention required",Waste-Water/Sewage,High,2025-06-27 16:13:33,Resolved
CF-198064,"mosquito breeding, in colony",Waste-Water/Sewage,High,2025-09-17 22:33:11,Pending
CF-198065,"manhole overflow, in our locality",Waste-Water/Sewage,High,2024-03-31 15:59:08,Resolved
CF-198066,"wire Fallen, in slum area",Electricity,High,2024-04-20 17:59:31,Resolved
CF-198067,"name change, near temple",Water Supply,Low,2024-12-28 03:09:50,Pending
CF-198068,"power fluctuation, in slum area",Electricity,Low,2024-02-18 13:18:30,Closed
CF-198069,"tanker request, in commercial area",Water Supply,Low,2024-11-10 14:39:37,Resolved
CF-198070,"no water pump, in gated community, urgent attention required",Water Supply,High,2024-11-28 18:05:10,In Progress
CF-198071,"meter installation, in industrial zone",Water Supply,Low,2025-10-27 12:37:57,Pending
CF-198072,"drinking water unsafe, in slum area, urgent attention required",Water Supply,High,2025-09-26 17:50:13,In Progress
CF-198073,"sewage backup, in residential area, urgent attention required",Waste-Water/Sewage,High,2024-02-14 03:35:04,Pending
CF-198074,"sewage backup, near school",Waste-Water/Sewage,High,2024-07-28 15:38:50,Resolved
CF-198075,"water bill, in residential area",Water Supply,Low,2024-05-26 12:53:29,Pending
CF-198076,"power surge, near railway station",Electricity,High,2025-02-07 20:19:04,Resolved
CF-198077,"electrical fire, in gated community",Electricity,High,2025-08-06 00:35:16,In Progress
CF-198078,"pressure low, near railway station",Water Supply,Low,2025-04-30 23:21:48,Resolved
CF-198079,"bill correction, in commercial area",Water Supply,Low,2024-04-21 07:42:30,Pending
CF-198080,"garbage piling, in commercial area",Waste-Water/Sewage,High,2025-12-23 07:08:46,Resolved
CF-198081,"rodent infestation, in residential area",Waste-Water/Sewage,High,2025-02-10 05:31:28,Resolved
CF-198082,"leakage minor, in our locality",Water Supply,Low,2025-12-14 11:00:48,Closed
CF-198083,"garbage collection, near temple",Waste-Water/Sewage,Low,2024-11-09 06:45:03,Pending
CF-198084,"smelly water, in slum area",Water Supply,High,2024-04-10 22:36:32,In Progress
CF-198085,"cleaning schedule, near school",Waste-Water/Sewage,Low,2024-10-01 14:14:29,Resolved
CF-198086,"power line down, in old city",Electricity,High,2024-02-08 16:17:30,Pending
CF-198087,"water shortage, in old city",Water Supply,High,2024-06-12 08:10:25,Resolved
CF-198088,"drain cleaning, near school",Waste-Water/Sewage,Low,2025-08-07 22:29:31,Resolved
CF-198089,"pole down, in gated community",Electricity,High,2024-03-25 10:22:30,In Progress
CF-198090,"sewage overflow, near temple",Waste-Water/Sewage,High,2025-01-30 06:03:25,In Progress
CF-198091,"meter installation, near railway station",Water Supply,Low,2025-03-23 08:26:15,Pending
CF-198092,"load enhancement, near park",Electricity,Low,2024-08-16 17:16:04,Resolved
CF-198093,"power cut emergency, near railway station",Electricity,High,2025-01-18 00:03:12,Resolved
CF-198094,"drainage choke, in colony, urgent attention required",Waste-Water/Sewage,High,2024-04-30 10:11:47,Resolved
CF-198095,"tariff inquiry, near bus stand",Electricity,Low,2025-09-17 21:27:43,Resolved
CF-198096,"electrical fire, in slum area, urgent attention required",Electricity,High,2024-10-18 06:47:34,Resolved
CF-198097,"water logging, in neighborhood",Water Supply,High,2025-07-02 01:01:56,Resolved
CF-198098,"mosquito breeding, in industrial zone, urgent attention required",Waste-Water/Sewage,High,2025-03-03 13:58:17,Resolved
CF-198099,"garbage not collected, in neighborhood",Waste-Water/Sewage,High,2024-10-06 11:16:08,Pending
CF-198100,"manhole overflow, in slum area",Waste-Water/Sewage,High,2025-07-07 10:18:34,Resolved
CF-198101,"garbage piling, in gated community",Waste-Water/Sewage,High,2024-03-30 16:52:43,Pending
CF-198102," contaminated supply, near temple",Water Supply,High,2025-03-21 13:16:29,Pending
CF-198103,"live wire, near bus stand",Electricity,High,2025-03-19 17:16:23,In Progress
CF-198104,"water bill, in residential area",Water Supply,Low,2025-05-24 06:12:32,Closed
CF-198105,"bad smell, near bus stand",Waste-Water/Sewage,High,2025-12-20 06:06:57,In Progress
CF-198106,"no water pump, in slum area",Water Supply,High,2024-02-15 08:31:16,Resolved
CF-198107,"overflowing drain, in industrial zone",Waste-Water/Sewage,High,2024-02-25 19:57:21,Resolved
CF-198108,"transformer failure, near park",Electricity,High,2025-02-14 21:39:06,Pending
CF-198109,"choked drain, in colony, urgent attention required",Waste-Water/Sewage,High,2025-09-14 20:40:40,Resolved
CF-198110,"emergency supply, near railway station, urgent attention required",Water Supply,High,2024-11-22 05:42:04,Resolved
CF-198111,"bin replacement, in slum area",Waste-Water/Sewage,Low,2025-08-26 01:18:17,Resolved
CF-198112,"contaminated water, in commercial area",Water Supply,High,2024-12-13 00:09:32,Resolved
CF-198113,"new connection, near bus stand",Water Supply,Low,2024-03-04 10:10:18,Resolved
CF-198114,"voltage problem, in old city",Electricity,Low,2025-03-13 08:44:58,Pending
CF-198115,"disease causing, in residential area, urgent attention required",Water Supply,High,2025-11-17 00:42:48,Resolved
CF-198116,"drainage choke, in market area, urgent attention required",Waste-Water/Sewage,High,2024-10-03 14:29:38,Resolved
CF-198117,"collection missed, in market area",Waste-Water/Sewage,Low,2025-12-04 02:12:59,Closed
CF-198118,"dangerous transformer, near school, urgent attention required",Electricity,High,2025-03-27 01:22:36,In Progress
CF-198119,"collection missed, near park",Waste-Water/Sewage,Low,2024-05-29 08:59:49,Resolved
CF-198120,"flickering lights, near school",Electricity,Low,2025-01-28 20:20:25,Resolved
CF-198121,"waste accumulation, in commercial area, urgent attention required",Waste-Water/Sewage,High,2025-03-10 02:55:08,Resolved
CF-198122,"tariff inquiry, in industrial zone",Electricity,Low,2024-09-13 07:18:06,Resolved
CF-198123,"overflowing gutter, in industrial zone",Waste-Water/Sewage,High,2025-06-25 02:39:13,In Progress
CF-198124,"tariff inquiry, in colony",Electricity,Low,2025-02-24 07:21:43,Pending
CF-198125,"bill correction, in industrial zone",Water Supply,Low,2024-08-23 08:50:32,Pending
CF-198126,"pole down, in apartment complex",Electricity,High,2024-03-29 16:28:20,In Progress
CF-198127,"no water supply, in colony",Water Supply,High,2025-08-09 21:47:59,Pending
CF-198128,"complete failure, in apartment complex, urgent attention required",Electricity,High,2025-12-02 00:56:19,Pending
CF-198129,"low voltage, in residential area",Electricity,Low,2024-09-02 15:06:59,Closed
CF-198130,"contaminated water, in gated community",Water Supply,High,2025-08-22 09:42:46,In Progress
CF-198131,"rodent infestation, in market area",Waste-Water/Sewage,High,2025-01-10 10:09:40,In Progress
CF-198132,"voltage fluctuation, in colony",Electricity,High,2024-04-16 14:09:24,Pending
CF-198133,"bill dispute, in slum area",Electricity,Low,2024-12-07 19:49:03,Closed
CF-198134,"new connection, in neighborhood",Electricity,Low,2024-05-19 08:36:47,Pending
CF-198135,"billing query, near hospital",Electricity,Low,2024-11-28 15:39:30,Resolved
CF-198136,"garbage collection, in our locality",Waste-Water/Sewage,Low,2025-09-18 00:21:01,Resolved
CF-198137,"leaking main, near park",Water Supply,High,2024-06-29 00:30:48,Pending
CF-198138,"contaminated water, in colony, urgent attention required",Water Supply,High,2024-11-15 14:19:52,In Progress
CF-198139,"dangerous transformer, in industrial zone",Electricity,High,2024-06-13 14:26:52,Pending
CF-198140,"drainage choke, in apartment complex",Waste-Water/Sewage,High,2024-03-06 09:30:45,In Progress
CF-198141,"pressure issue, in apartment complex",Water Supply,Low,2024-04-09 05:07:54,Pending
CF-198142,"transformer failure, in neighborhood",Electricity,High,2024-12-20 23:42:09,Resolved
CF-198143,"pipeline burst, in residential area, urgent attention required",Water Supply,High,2024-09-27 04:14:51,Resolved
CF-198144,"no electricity, near hospital",Electricity,High,2025-07-03 06:26:29,In Progress
CF-198145,"garbage collection, in market area",Waste-Water/Sewage,Low,2024-01-20 23:06:41,Closed
CF-198146,"tariff inquiry, in neighborhood",Electricity,Low,2024-11-13 10:40:07,Pending
CF-198147,"pole down, in residential area",Electricity,High,2024-09-01 01:39:21,Resolved
CF-198148,"connection transfer, in commercial area",Water Supply,Low,2024-09-02 10:01:02,Closed
CF-198149,"mosquito breeding, in apartment complex",Waste-Water/Sewage,High,2024-02-04 09:55:37,Pending
CF-198150,"pipeline burst, in old city",Water Supply,High,2025-04-08 19:02:22,Resolved
CF-198151,"health hazard, in our locality",Water Supply,High,2024-05-03 03:08:34,Resolved
CF-198152,"collection frequency, in commercial area",Waste-Water/Sewage,Low,2024-07-09 06:20:39,Resolved
CF-198153,"high voltage, near bus stand",Electricity,High,2024-05-19 05:58:44,Pending
CF-198154,"power cut emergency, in market area, urgent attention required",Electricity,High,2025-08-26 16:45:44,Pending
CF-198155,"cleaning schedule, in commercial area",Waste-Water/Sewage,Low,2025-11-26 09:48:20,Closed
CF-198156,"flooding, in our locality",Water Supply,High,2025-01-24 19:13:40,In Progress
CF-198157,"inverter installation, near railway station",Electricity,Low,2024-03-02 00:06:10,Pending
CF-198158,"drainage choke, in apartment complex",Waste-Water/Sewage,High,2025-12-05 12:33:09,In Progress
CF-198159,"voltage fluctuation, near railway station",Electricity,High,2025-07-30 01:10:45,Resolved
CF-198160,"electric shock, in residential area",Electricity,High,2024-01-11 02:47:04,Pending
CF-198161,"recycling bin, in our locality",Waste-Water/Sewage,Low,2024-09-12 03:00:04,Pending
CF-198162,"dangerous transformer, in industrial zone, urgent attention required",Electricity,High,2024-03-26 22:24:44,Pending
CF-198163,"bin replacement, in industrial zone",Waste-Water/Sewage,Low,2025-11-13 02:59:39,Resolved
CF-198164,"toilet overflow, in slum area",Waste-Water/Sewage,High,2025-02-07 04:37:56,Pending
CF-198165,"health hazard, near bus stand",Water Supply,High,2024-09-18 20:32:49,In Progress
CF-198166,"fuse blown, in gated community",Electricity,High,2024-01-22 15:33:27,Pending
CF-198167,"electrical fire, in residential area",Electricity,High,2024-07-15 00:51:22,Resolved
CF-198168,"drain cleaning, in gated community",Waste-Water/Sewage,Low,2025-02-19 18:16:50,Pending
CF-198169,"tanker request, in gated community",Water Supply,Low,2024-11-09 17:06:58,Pending
CF-198170,"payment issue, in our locality",Electricity,Low,2024-07-09 23:58:15,Closed
CF-198171,"overflowing drain, in colony",Waste-Water/Sewage,High,2024-01-05 13:56:04,In Progress
CF-198172,"name transfer, in slum area",Electricity,Low,2024-11-04 16:02:40,Resolved
CF-198173,"waste segregation, in colony",Waste-Water/Sewage,Low,2025-03-23 12:26:12,Resolved
CF-198174,"bad smell, in market area",Waste-Water/Sewage,High,2025-03-11 22:03:49,In Progress
CF-198175,"brown water, near park, urgent attention required",Water Supply,High,2024-11-07 23:48:02,Pending
CF-198176,"brown water, in residential area",Water Supply,High,2024-09-14 11:50:15,In Progress
CF-198177,"waste segregation, near school",Waste-Water/Sewage,Low,2024-03-29 08:17:37,Resolved
CF-198178,"name transfer, near bus stand",Electricity,Low,2025-06-26 01:35:44,Closed
CF-198179,"garbage heap, in our locality, urgent attention required",Waste-Water/Sewage,High,2024-01-04 16:54:01,Pending
CF-198180,"complete darkness, in market area, urgent attention required",Electricity,High,2025-02-02 08:36:30,In Progress
CF-198181,"drainage cleaning, in old city",Waste-Water/Sewage,Low,2025-11-27 07:18:52,Resolved
CF-198182,"garbage collection, near hospital",Waste-Water/Sewage,Low,2025-02-23 10:23:49,Resolved
CF-198183,"rodent infestation, in market area",Waste-Water/Sewage,High,2025-09-14 14:38:13,Resolved
CF-198184,"tanker request, in commercial area",Water Supply,Low,2025-10-23 16:36:36,Resolved
CF-198185,"sewage backup, in neighborhood",Waste-Water/Sewage,High,2025-05-15 22:36:40,Pending
CF-198186,"solar setup, in market area",Electricity,Low,2025-01-04 02:55:18,Closed
CF-198187,"no electricity, in residential area",Electricity,High,2024-10-25 00:22:20,In Progress
CF-198188,"name transfer, in colony",Electricity,Low,2025-01-19 08:19:37,Closed
CF-198189,"rodent infestation, near bus stand, urgent attention required",Waste-Water/Sewage,High,2024-06-23 09:51:39,Pending
CF-198190,"name change, in neighborhood",Water Supply,Low,2025-10-01 18:16:26,Resolved
CF-198191,"overflowing drain, near park",Waste-Water/Sewage,High,2024-07-24 17:13:18,In Progress
CF-198192,"bin replacement, in gated community",Waste-Water/Sewage,Low,2025-02-09 09:20:50,Pending
CF-198193,"electrical fire, in residential area",Electricity,High,2024-06-20 22:49:52,Pending
CF-198194,"power surge, in our locality",Electricity,High,2025-07-01 14:03:36,Pending
CF-198195,"high voltage, near railway station, urgent attention required",Electricity,High,2025-05-29 00:42:28,Pending
CF-198196," contaminated supply, in market area",Water Supply,High,2025-03-20 16:06:31,Pending
CF-198197,"complete darkness, near bus stand",Electricity,High,2025-09-30 17:32:20,Resolved
CF-198198,"complete failure, near railway station",Electricity,High,2024-11-05 02:09:06,Resolved
CF-198199,"bad smell, in colony, urgent attention required",Waste-Water/Sewage,High,2024-10-22 21:11:55,Pending
CF-198200,"no power days, near park, urgent attention required",Electricity,High,2024-07-17 23:03:39,Pending
CF-198201,"overflowing drain, in residential area, urgent attention required",Waste-Water/Sewage,High,2024-01-10 08:29:26,Resolved
CF-198202,"sewage overflow, in commercial area",Waste-Water/Sewage,High,2025-06-11 21:00:10,Resolved
CF-198203,"flooding, in gated community",Water Supply,High,2024-09-06 08:37:41,Resolved
CF-198204,"disease causing, in old city, urgent attention required",Water Supply,High,2025-03-27 13:56:28,Pending
CF-198205,"street cleaning, in residential area",Waste-Water/Sewage,Low,2025-07-04 14:23:55,Resolved
CF-198206,"connection transfer, in old city",Water Supply,Low,2024-08-18 01:02:13,Pending
CF-198207,"bin location, in neighborhood",Waste-Water/Sewage,Low,2025-02-06 16:48:25,Resolved
CF-198208,"sewage backup, near temple",Waste-Water/Sewage,High,2025-11-16 08:24:08,Pending
CF-198209,"pressure low, in residential area",Water Supply,Low,2024-05-04 15:43:56,Pending
CF-198210,"overflowing drain, in industrial zone",Waste-Water/Sewage,High,2024-05-21 15:07:32,Resolved
CF-198211,"smelly water, in our locality, urgent attention required",Water Supply,High,2024-05-21 17:10:24,Resolved
CF-198212,"drainage cleaning, in market area",Waste-Water/Sewage,Low,2025-01-20 05:03:55,Resolved
CF-198213,"supply timing, in industrial zone",Water Supply,Low,2025-11-22 05:06:39,Resolved
CF-198214,"bin replacement, near school",Waste-Water/Sewage,Low,2025-11-05 08:02:04,Pending
CF-198215,"choked drain, in gated community",Waste-Water/Sewage,High,2024-03-12 20:03:15,In Progress
CF-198216,"connection transfer, in neighborhood",Water Supply,Low,2024-11-05 21:21:17,Closed
CF-198217,"bin replacement, in market area",Waste-Water/Sewage,Low,2025-12-09 18:15:48,Resolved
CF-198218,"electrical fire, near bus stand, urgent attention required",Electricity,High,2024-04-04 04:25:06,Resolved
CF-198219,"main leak, near railway station",Water Supply,High,2024-01-16 16:46:02,Resolved
CF-198220,"new connection, in old city",Water Supply,Low,2024-12-27 23:06:09,Pending
CF-198221,"no power days, in gated community",Electricity,High,2024-08-08 21:34:59,In Progress
CF-198222,"street cleaning, near railway station",Waste-Water/Sewage,Low,2025-11-13 19:12:41,Pending
CF-198223,"name transfer, in apartment complex",Electricity,Low,2025-03-17 12:06:01,Pending
CF-198224,"complete failure, near hospital",Electricity,High,2024-09-13 15:38:10,In Progress
CF-198225,"voltage problem, near hospital",Electricity,Low,2025-01-03 06:13:38,Pending
CF-198226,"high voltage, in gated community",Electricity,High,2024-11-21 18:42:38,In Progress
CF-198227,"meter exploded, in market area, urgent attention required",Electricity,High,2024-01-12 21:19:06,Resolved
CF-198228,"complete darkness, near temple",Electricity,High,2025-11-13 04:15:54,Resolved
CF-198229,"main leak, in old city",Water Supply,High,2025-08-24 06:38:46,Pending
CF-198230,"water crisis, in industrial zone, urgent attention required",Water Supply,High,2024-03-18 02:08:39,Resolved
CF-198231,"leaking main, near railway station",Water Supply,High,2025-10-30 23:46:26,In Progress
CF-198232,"drainage cleaning, near temple",Waste-Water/Sewage,Low,2025-04-04 18:53:38,Resolved
CF-198233,"collection frequency, near park",Waste-Water/Sewage,Low,2025-03-25 13:39:57,Pending
CF-198234,"low voltage, in apartment complex",Electricity,Low,2024-09-27 09:52:12,Pending
CF-198235,"hospital water, in residential area, urgent attention required",Water Supply,High,2024-05-16 09:45:43,In Progress
CF-198236,"payment issue, in old city",Electricity,Low,2024-01-20 22:03:58,Pending
CF-198237,"street cleaning, in old city",Waste-Water/Sewage,Low,2024-09-14 22:57:22,Pending
CF-198238,"cleaning schedule, in commercial area",Waste-Water/Sewage,Low,2025-05-14 18:13:21,Resolved
CF-198239,"main leak, in colony",Water Supply,High,2025-03-01 04:33:24,Pending
CF-198240,"supply timing, near railway station",Water Supply,Low,2025-08-28 10:44:38,Closed
CF-198241," contaminated supply, in slum area",Water Supply,High,2024-12-25 05:16:49,Pending
CF-198242,"power failure affecting, in slum area, urgent attention required",Electricity,High,2025-11-15 14:34:38,Pending
CF-198243,"wire Fallen, in market area",Electricity,High,2024-11-04 13:46:52,In Progress
CF-198244,"sewage backup, near hospital",Waste-Water/Sewage,High,2025-02-08 10:44:47,Resolved
CF-198245,"dirty water, near bus stand",Water Supply,High,2025-09-14 04:50:15,In Progress
CF-198246,"high voltage, in apartment complex",Electricity,High,2024-08-17 04:41:40,Pending
CF-198247,"tanker request, near park",Water Supply,Low,2025-01-13 14:28:31,Closed
CF-198248,"main leak, in slum area, urgent attention required",Water Supply,High,2024-09-08 01:09:06,In Progress
CF-198249,"choked drain, near temple",Waste-Water/Sewage,High,2024-11-01 17:26:52,Resolved
CF-198250,"garbage piling, near park",Waste-Water/Sewage,High,2025-09-12 02:01:53,Resolved
CF-198251,"garbage not collected, near railway station, urgent attention required",Waste-Water/Sewage,High,2024-08-15 23:27:34,Pending
CF-198252,"tank overflow, in apartment complex",Water Supply,High,2024-03-25 14:46:27,Resolved
CF-198253,"meter exploded, near school",Electricity,High,2025-05-16 19:05:07,In Progress
CF-198254,"new connection, in old city",Water Supply,Low,2025-04-03 02:36:31,Closed
CF-198255,"water logging, near park",Water Supply,High,2024-11-16 16:09:39,Pending
CF-198256,"generator needed, in industrial zone",Electricity,Low,2024-10-09 10:56:29,Pending
CF-198257,"electric shock, in old city",Electricity,High,2024-01-20 19:37:21,Resolved
CF-198258,"power line touching tree, in market area",Electricity,High,2024-09-17 10:23:41,Resolved
CF-198259,"blackout, in commercial area, urgent attention required",Electricity,High,2024-04-24 17:07:10,In Progress
CF-198260,"street cleaning, near hospital",Waste-Water/Sewage,Low,2024-09-27 03:17:15,Pending
CF-198261,"awareness needed, near bus stand",Waste-Water/Sewage,Low,2025-02-04 11:56:36,Closed
CF-198262,"collection missed, near park",Waste-Water/Sewage,Low,2024-03-13 05:56:45,Resolved
CF-198263,"tanker request, near temple",Water Supply,Low,2025-05-24 12:20:01,Resolved
CF-198264,"inverter installation, in old city",Electricity,Low,2024-06-20 14:03:36,Closed
CF-198265,"main leak, near temple, urgent attention required",Water Supply,High,2025-11-03 08:06:14,In Progress
CF-198266,"name change, near park",Water Supply,Low,2025-09-03 13:28:31,Closed
CF-198267,"spark explosion, near bus stand",Electricity,High,2025-02-26 07:39:26,Resolved
CF-198268,"garbage not collected, in residential area",Waste-Water/Sewage,High,2024-05-11 18:07:03,In Progress
CF-198269,"power line touching tree, in slum area",Electricity,High,2025-01-28 05:55:58,Pending
CF-198270,"inverter installation, in slum area",Electricity,Low,2024-02-17 07:13:09,Pending
CF-198271,"awareness needed, in colony",Waste-Water/Sewage,Low,2025-12-21 01:05:03,Resolved
CF-198272,"tanker request, in industrial zone",Water Supply,Low,2025-08-25 05:35:07,Pending
CF-198273,"meter reading, in neighborhood",Water Supply,Low,2025-02-17 18:16:45,Closed
CF-198274,"no water pump, in neighborhood, urgent attention required",Water Supply,High,2025-12-14 09:02:51,In Progress
CF-198275,"pipeline repair, near school",Water Supply,Low,2025-01-11 23:11:31,Closed
CF-198276,"pole down, in apartment complex",Electricity,High,2024-06-17 17:24:21,Pending
CF-198277,"disease risk, in slum area",Waste-Water/Sewage,High,2025-12-31 09:06:53,Pending
CF-198278,"load enhancement, near temple",Electricity,Low,2025-07-12 09:16:18,Closed
CF-198279,"power failure affecting, near park, urgent attention required",Electricity,High,2025-08-19 11:34:36,Resolved
CF-198280,"water logging, in colony, urgent attention required",Water Supply,High,2024-06-30 22:20:43,Resolved
CF-198281,"new connection, in gated community",Water Supply,Low,2024-01-24 23:37:46,Pending
CF-198282,"short circuit, in industrial zone",Electricity,High,2024-11-12 18:46:59,Resolved
CF-198283,"power backup, in neighborhood",Electricity,Low,2024-07-17 08:20:51,Resolved
CF-198284,"power line down, near hospital",Electricity,High,2025-06-20 20:24:52,In Progress
